electricity_kwh,renewable_pct,gas_m3,car_km,public_transport_km,short_haul_flights,long_haul_flights,vehicle_factor,diet_value,food_waste_mult,shopping_value,clothing_items,streaming_hours,carbon_footprint
773.0,62.0,184.0,2290.0,392.0,3.0,3.0,0.0,1.7,1.15,0.72,21.0,4.0,10.52
421.0,95.0,20.0,2505.0,472.0,3.0,1.0,0.1,1.5,1.0,1.5,31.0,5.0,8.64
129.0,95.0,174.0,1077.0,625.0,3.0,1.0,0.171,1.7,1.0,1.1,7.0,9.0,10.28
458.0,88.0,56.0,936.0,974.0,2.0,3.0,0.0,3.3,0.9,1.1,12.0,4.0,8.62
296.0,67.0,176.0,874.0,821.0,3.0,2.0,0.05,2.5,0.9,1.5,22.0,8.0,11.0
432.0,76.0,122.0,563.0,878.0,3.0,1.0,0.0,1.5,0.9,1.5,59.0,5.0,8.7
201.0,42.0,27.0,1878.0,986.0,2.0,0.0,0.1,1.5,1.0,1.1,4.0,9.0,7.25
460.0,80.0,93.0,64.0,557.0,3.0,4.0,0.0,3.3,0.9,0.72,12.0,1.0,9.44
2.0,8.0,105.0,584.0,117.0,5.0,3.0,0.0,3.3,0.9,0.3,27.0,8.0,8.64
130.0,21.0,84.0,1186.0,759.0,3.0,2.0,0.0,1.9,1.15,1.1,32.0,12.0,8.49
157.0,9.0,90.0,608.0,119.0,6.0,3.0,0.05,2.5,0.9,0.72,37.0,6.0,9.32
695.0,67.0,83.0,779.0,80.0,6.0,0.0,0.192,1.7,0.9,0.3,24.0,1.0,7.65
467.0,93.0,27.0,1233.0,593.0,3.0,1.0,0.171,1.5,1.0,1.5,31.0,7.0,8.5
644.0,39.0,24.0,2607.0,314.0,6.0,4.0,0.1,1.7,1.0,1.1,30.0,9.0,12.38
911.0,63.0,168.0,2439.0,853.0,1.0,0.0,0.171,1.5,0.9,1.1,31.0,6.0,13.7
9.0,69.0,73.0,338.0,295.0,0.0,1.0,0.192,3.3,1.0,0.72,16.0,3.0,7.44
667.0,99.0,150.0,1416.0,98.0,5.0,4.0,0.192,1.9,0.9,1.1,56.0,2.0,13.37
159.0,74.0,66.0,2110.0,266.0,0.0,2.0,0.192,1.9,1.15,0.72,15.0,11.0,11.14
736.0,62.0,191.0,2599.0,799.0,2.0,0.0,0.192,2.5,1.15,1.5,41.0,7.0,17.14
576.0,11.0,1.0,2715.0,791.0,1.0,2.0,0.0,1.9,0.9,0.72,21.0,9.0,7.21
758.0,9.0,93.0,2606.0,794.0,5.0,0.0,0.171,3.3,1.15,1.5,55.0,3.0,17.89
13.0,66.0,92.0,812.0,992.0,2.0,1.0,0.0,2.5,1.0,0.72,51.0,7.0,7.89
160.0,32.0,170.0,36.0,657.0,3.0,1.0,0.0,1.9,0.9,0.72,14.0,7.0,8.17
674.0,92.0,13.0,793.0,579.0,3.0,4.0,0.05,3.3,1.15,0.3,2.0,11.0,8.64
943.0,25.0,9.0,1766.0,889.0,4.0,3.0,0.192,2.5,0.9,0.3,47.0,2.0,13.89
206.0,75.0,41.0,40.0,469.0,4.0,3.0,0.0,3.3,1.0,1.5,12.0,4.0,8.91
304.0,6.0,194.0,1346.0,357.0,0.0,4.0,0.05,1.7,0.9,0.72,8.0,12.0,11.08
189.0,30.0,54.0,38.0,513.0,1.0,0.0,0.0,1.7,0.9,0.72,60.0,3.0,5.68
705.0,77.0,10.0,1346.0,508.0,1.0,2.0,0.1,1.5,1.15,1.1,2.0,6.0,7.24
927.0,75.0,54.0,556.0,246.0,1.0,4.0,0.171,2.5,1.0,1.1,15.0,0.0,9.81
846.0,97.0,7.0,1679.0,43.0,5.0,4.0,0.0,1.7,0.9,1.5,21.0,3.0,6.94
84.0,84.0,186.0,2409.0,160.0,0.0,1.0,0.0,1.9,1.15,1.1,8.0,7.0,7.94
876.0,66.0,46.0,1357.0,472.0,2.0,0.0,0.0,1.5,1.0,1.5,36.0,5.0,6.65
932.0,69.0,144.0,2289.0,502.0,4.0,3.0,0.1,2.5,1.15,0.72,42.0,0.0,13.99
533.0,90.0,129.0,1819.0,358.0,3.0,1.0,0.05,2.5,0.9,0.72,57.0,9.0,9.43
414.0,97.0,2.0,1056.0,821.0,6.0,3.0,0.171,2.5,1.15,0.3,10.0,4.0,9.11
479.0,75.0,51.0,10.0,30.0,6.0,4.0,0.1,3.3,0.9,1.1,41.0,3.0,9.77
745.0,69.0,81.0,922.0,804.0,6.0,4.0,0.1,2.5,1.0,1.5,14.0,11.0,12.11
267.0,40.0,18.0,1182.0,550.0,0.0,4.0,0.0,1.5,1.15,0.72,23.0,2.0,6.82
825.0,73.0,15.0,1827.0,866.0,0.0,1.0,0.0,1.9,0.9,0.72,0.0,6.0,5.1
715.0,41.0,51.0,1529.0,165.0,0.0,0.0,0.1,3.3,1.15,0.3,18.0,5.0,9.27
181.0,86.0,189.0,49.0,267.0,4.0,4.0,0.05,1.7,0.9,0.3,0.0,0.0,8.82
428.0,62.0,2.0,2730.0,991.0,4.0,2.0,0.05,1.9,1.0,0.3,22.0,9.0,7.81
663.0,68.0,122.0,1880.0,881.0,4.0,2.0,0.0,1.7,1.15,0.72,16.0,6.0,8.88
122.0,93.0,141.0,2382.0,54.0,2.0,3.0,0.05,1.5,1.15,1.5,36.0,2.0,10.29
749.0,34.0,147.0,280.0,100.0,0.0,0.0,0.192,1.7,0.9,1.5,55.0,2.0,9.8
311.0,74.0,132.0,2968.0,630.0,4.0,2.0,0.1,1.9,0.9,1.1,56.0,4.0,12.77
133.0,60.0,157.0,1627.0,788.0,1.0,2.0,0.171,1.9,0.9,1.1,53.0,4.0,12.54
135.0,83.0,170.0,765.0,719.0,5.0,3.0,0.171,3.3,1.15,0.72,4.0,2.0,12.71
887.0,85.0,2.0,735.0,321.0,4.0,2.0,0.05,1.9,1.0,1.1,41.0,0.0,6.93
137.0,34.0,87.0,2675.0,649.0,0.0,0.0,0.171,1.9,1.0,1.1,8.0,11.0,11.46
493.0,59.0,7.0,1629.0,222.0,2.0,1.0,0.171,1.5,1.15,1.5,54.0,4.0,9.79
558.0,46.0,95.0,1353.0,774.0,0.0,0.0,0.1,3.3,1.15,1.5,22.0,5.0,11.19
25.0,28.0,146.0,1441.0,123.0,3.0,3.0,0.05,1.9,1.0,1.5,14.0,3.0,9.84
623.0,48.0,196.0,367.0,342.0,3.0,4.0,0.0,1.9,1.0,0.3,26.0,6.0,11.1
584.0,61.0,86.0,458.0,154.0,4.0,4.0,0.0,3.3,0.9,0.3,38.0,0.0,9.77
627.0,38.0,168.0,2220.0,406.0,5.0,2.0,0.192,2.5,1.0,0.72,51.0,5.0,16.61
21.0,38.0,78.0,212.0,129.0,2.0,2.0,0.1,1.5,1.0,0.72,2.0,3.0,5.73
275.0,14.0,151.0,1734.0,666.0,5.0,2.0,0.0,1.9,1.15,1.5,12.0,10.0,10.52
462.0,9.0,123.0,422.0,14.0,6.0,2.0,0.171,1.7,1.15,0.72,20.0,3.0,10.24
599.0,13.0,72.0,181.0,763.0,0.0,4.0,0.05,1.5,1.0,0.3,22.0,7.0,9.1
87.0,53.0,155.0,337.0,692.0,1.0,0.0,0.1,1.9,0.9,0.3,47.0,7.0,7.38
910.0,48.0,88.0,244.0,362.0,5.0,1.0,0.171,3.3,0.9,0.72,54.0,3.0,10.66
969.0,4.0,53.0,1782.0,910.0,6.0,3.0,0.1,2.5,0.9,1.5,39.0,0.0,15.05
832.0,36.0,95.0,2460.0,268.0,2.0,0.0,0.1,1.7,0.9,1.1,54.0,6.0,11.37
913.0,98.0,10.0,1585.0,385.0,5.0,1.0,0.1,1.5,1.0,0.3,21.0,6.0,6.19
723.0,28.0,76.0,1152.0,580.0,4.0,1.0,0.0,1.5,1.0,1.1,5.0,6.0,8.16
95.0,45.0,128.0,2142.0,759.0,1.0,4.0,0.192,1.7,1.0,1.5,19.0,0.0,14.38
715.0,66.0,116.0,1896.0,198.0,3.0,2.0,0.0,2.5,1.15,0.3,6.0,7.0,8.51
952.0,15.0,97.0,954.0,664.0,2.0,2.0,0.1,3.3,1.0,0.3,53.0,3.0,13.18
773.0,77.0,105.0,2851.0,681.0,2.0,4.0,0.0,2.5,1.15,0.3,38.0,3.0,10.03
78.0,34.0,20.0,2181.0,502.0,2.0,0.0,0.0,2.5,1.0,1.1,11.0,1.0,5.16
123.0,2.0,194.0,1975.0,983.0,6.0,1.0,0.05,1.9,1.0,0.3,46.0,7.0,11.0
371.0,56.0,147.0,1938.0,862.0,5.0,3.0,0.0,1.5,1.15,1.5,30.0,7.0,10.74
619.0,12.0,51.0,2922.0,270.0,2.0,4.0,0.192,1.5,0.9,0.3,14.0,8.0,15.02
348.0,99.0,179.0,2179.0,702.0,3.0,4.0,0.171,1.5,1.15,0.3,20.0,3.0,13.84
601.0,79.0,16.0,665.0,77.0,2.0,2.0,0.192,1.7,1.0,1.5,21.0,12.0,7.8
835.0,37.0,115.0,1394.0,408.0,2.0,0.0,0.192,1.5,1.0,1.5,14.0,2.0,11.59
328.0,60.0,43.0,337.0,332.0,1.0,4.0,0.05,3.3,1.0,0.3,5.0,4.0,8.19
463.0,53.0,61.0,851.0,518.0,4.0,0.0,0.05,1.9,1.0,1.1,34.0,6.0,7.44
681.0,38.0,114.0,1314.0,124.0,2.0,0.0,0.05,1.7,1.0,1.1,57.0,0.0,9.09
899.0,33.0,145.0,2913.0,108.0,6.0,0.0,0.192,3.3,1.0,0.72,24.0,1.0,17.53
802.0,73.0,188.0,2872.0,887.0,2.0,3.0,0.192,1.7,1.15,1.1,26.0,8.0,17.71
277.0,62.0,95.0,2927.0,63.0,5.0,1.0,0.05,1.7,0.9,0.3,7.0,10.0,7.6
927.0,59.0,2.0,1806.0,521.0,6.0,2.0,0.171,1.7,1.15,1.1,43.0,9.0,11.96
840.0,32.0,14.0,1943.0,817.0,1.0,3.0,0.1,3.3,1.15,1.5,60.0,8.0,14.29
370.0,44.0,150.0,1808.0,573.0,4.0,2.0,0.05,2.5,0.9,1.1,49.0,11.0,11.67
923.0,35.0,9.0,270.0,280.0,4.0,2.0,0.192,2.5,1.15,0.3,48.0,7.0,9.63
420.0,46.0,102.0,1001.0,223.0,1.0,1.0,0.1,1.7,1.0,1.5,6.0,4.0,8.45
49.0,98.0,140.0,1243.0,723.0,6.0,2.0,0.05,1.7,1.15,1.1,39.0,0.0,9.97
707.0,1.0,182.0,1690.0,646.0,0.0,4.0,0.171,1.7,0.9,1.1,57.0,6.0,16.73
508.0,55.0,58.0,2883.0,383.0,5.0,3.0,0.1,3.3,1.15,1.5,43.0,12.0,14.79
716.0,84.0,178.0,1786.0,710.0,6.0,1.0,0.171,1.5,1.15,1.1,26.0,9.0,13.18
32.0,48.0,53.0,2908.0,550.0,0.0,1.0,0.05,1.7,1.15,0.72,21.0,4.0,7.07
175.0,78.0,115.0,1188.0,667.0,0.0,4.0,0.1,1.9,0.9,1.1,51.0,2.0,10.63
524.0,60.0,162.0,2209.0,774.0,6.0,1.0,0.1,2.5,0.9,1.5,58.0,3.0,13.76
561.0,83.0,5.0,2462.0,872.0,1.0,3.0,0.192,2.5,0.9,1.1,38.0,12.0,13.2
43.0,97.0,114.0,1162.0,767.0,6.0,1.0,0.05,3.3,1.0,0.3,36.0,10.0,9.55
54.0,7.0,1.0,173.0,933.0,0.0,0.0,0.1,1.7,1.15,1.5,15.0,6.0,5.09
774.0,80.0,30.0,2602.0,735.0,3.0,1.0,0.171,3.3,1.15,1.1,45.0,5.0,14.13
743.0,9.0,181.0,1796.0,189.0,3.0,0.0,0.1,3.3,1.15,0.72,50.0,10.0,14.78
119.0,5.0,50.0,1719.0,528.0,3.0,0.0,0.0,3.3,1.15,1.1,0.0,5.0,7.31
718.0,75.0,48.0,2903.0,509.0,2.0,2.0,0.171,1.5,1.0,0.3,2.0,7.0,11.54
511.0,99.0,102.0,2422.0,337.0,6.0,2.0,0.171,1.9,0.9,0.3,31.0,3.0,12.02
600.0,8.0,50.0,1836.0,984.0,6.0,4.0,0.192,1.5,1.0,0.3,16.0,2.0,13.8
456.0,12.0,106.0,1501.0,626.0,1.0,0.0,0.0,3.3,1.15,0.72,54.0,2.0,10.03
927.0,11.0,132.0,592.0,405.0,0.0,2.0,0.0,1.7,0.9,1.5,59.0,12.0,11.99
154.0,38.0,65.0,1250.0,510.0,3.0,1.0,0.05,3.3,1.15,0.72,13.0,6.0,8.77
369.0,99.0,86.0,375.0,74.0,2.0,1.0,0.0,3.3,1.15,0.3,57.0,7.0,8.0
307.0,41.0,88.0,2603.0,12.0,0.0,1.0,0.0,1.5,0.9,0.72,22.0,1.0,5.59
811.0,89.0,144.0,2843.0,350.0,2.0,0.0,0.1,2.5,0.9,1.1,47.0,2.0,11.48
612.0,30.0,80.0,748.0,797.0,2.0,2.0,0.1,3.3,0.9,0.72,60.0,5.0,11.4
115.0,28.0,192.0,2427.0,253.0,5.0,1.0,0.192,2.5,1.15,0.3,57.0,8.0,15.66
731.0,76.0,33.0,639.0,271.0,0.0,0.0,0.192,3.3,0.9,0.72,29.0,9.0,7.52
574.0,54.0,168.0,2307.0,911.0,4.0,0.0,0.1,1.7,1.0,0.72,17.0,4.0,11.3
78.0,23.0,157.0,2511.0,339.0,5.0,1.0,0.0,3.3,1.0,1.5,3.0,10.0,9.96
270.0,36.0,8.0,1924.0,981.0,3.0,0.0,0.171,1.7,1.0,0.3,56.0,12.0,9.46
564.0,59.0,141.0,188.0,531.0,5.0,4.0,0.192,1.9,1.15,1.1,23.0,5.0,11.55
690.0,89.0,46.0,1956.0,764.0,2.0,3.0,0.05,1.5,0.9,1.5,35.0,11.0,8.89
217.0,29.0,195.0,2631.0,317.0,5.0,2.0,0.171,3.3,1.15,0.72,18.0,12.0,17.12
450.0,43.0,133.0,391.0,985.0,2.0,0.0,0.171,1.7,1.0,1.1,34.0,1.0,9.06
488.0,23.0,54.0,2410.0,156.0,4.0,2.0,0.192,1.7,1.15,0.3,46.0,5.0,13.36
94.0,80.0,171.0,2172.0,147.0,2.0,1.0,0.1,2.5,1.0,1.1,18.0,7.0,11.09
210.0,56.0,16.0,87.0,1000.0,5.0,2.0,0.192,3.3,1.15,0.3,45.0,4.0,8.76
856.0,87.0,191.0,579.0,125.0,1.0,4.0,0.1,1.9,1.0,0.72,10.0,7.0,10.44
426.0,80.0,4.0,182.0,417.0,2.0,3.0,0.171,2.5,0.9,0.72,32.0,6.0,6.98
21.0,17.0,101.0,1636.0,163.0,5.0,0.0,0.05,2.5,1.15,0.72,8.0,0.0,7.64
360.0,11.0,177.0,2942.0,923.0,4.0,1.0,0.171,1.9,0.9,1.5,26.0,5.0,16.58
690.0,37.0,71.0,201.0,38.0,2.0,4.0,0.05,1.7,1.0,0.72,18.0,2.0,8.86
563.0,66.0,70.0,1428.0,271.0,4.0,2.0,0.1,1.5,1.0,0.72,48.0,3.0,9.13
956.0,62.0,26.0,2652.0,254.0,4.0,3.0,0.1,2.5,0.9,0.72,21.0,4.0,11.29
879.0,0.0,108.0,2627.0,607.0,6.0,2.0,0.171,2.5,1.0,0.3,2.0,11.0,16.83
173.0,35.0,125.0,1543.0,980.0,5.0,4.0,0.1,2.5,1.15,1.1,33.0,10.0,13.53
869.0,6.0,183.0,2693.0,716.0,6.0,1.0,0.192,1.5,0.9,0.72,13.0,5.0,17.68
198.0,15.0,105.0,407.0,511.0,4.0,3.0,0.192,1.5,1.15,0.3,14.0,4.0,8.87
853.0,19.0,157.0,2880.0,303.0,0.0,1.0,0.171,2.5,0.9,1.1,22.0,9.0,16.65
606.0,59.0,157.0,1094.0,529.0,4.0,4.0,0.171,1.9,1.0,1.5,58.0,7.0,14.45
103.0,29.0,93.0,2009.0,820.0,0.0,2.0,0.192,2.5,1.15,0.3,53.0,0.0,12.85
197.0,85.0,158.0,1803.0,616.0,3.0,2.0,0.171,1.9,0.9,1.5,21.0,7.0,12.8
669.0,54.0,122.0,948.0,448.0,2.0,4.0,0.0,3.3,1.15,0.72,3.0,9.0,11.46
884.0,49.0,166.0,1640.0,209.0,0.0,3.0,0.171,1.9,0.9,0.3,59.0,4.0,13.69
327.0,63.0,73.0,2043.0,358.0,1.0,4.0,0.171,1.9,1.15,0.72,1.0,11.0,12.09
239.0,85.0,142.0,2271.0,81.0,2.0,1.0,0.05,2.5,1.0,1.1,29.0,9.0,9.57
160.0,72.0,10.0,2171.0,158.0,5.0,0.0,0.0,1.5,1.15,0.3,55.0,4.0,4.46
798.0,94.0,23.0,1723.0,866.0,1.0,0.0,0.05,1.7,0.9,0.72,7.0,10.0,5.14
797.0,14.0,107.0,1883.0,984.0,4.0,3.0,0.192,1.5,0.9,1.1,55.0,5.0,16.14
643.0,21.0,91.0,1979.0,114.0,6.0,4.0,0.192,1.9,1.0,1.1,48.0,5.0,15.9
30.0,7.0,163.0,2316.0,126.0,1.0,1.0,0.192,1.7,1.0,1.1,17.0,1.0,12.6
402.0,72.0,124.0,934.0,584.0,1.0,4.0,0.05,3.3,0.9,1.5,1.0,5.0,11.04
667.0,33.0,40.0,2182.0,36.0,3.0,1.0,0.0,3.3,1.15,1.5,44.0,7.0,10.03
349.0,16.0,194.0,1286.0,141.0,1.0,3.0,0.05,1.9,1.0,0.3,5.0,11.0,10.32
432.0,36.0,57.0,1689.0,389.0,6.0,4.0,0.192,1.5,1.0,1.5,29.0,0.0,13.36
132.0,67.0,181.0,1640.0,497.0,1.0,3.0,0.0,3.3,0.9,0.3,21.0,4.0,9.8
727.0,54.0,3.0,2206.0,477.0,3.0,1.0,0.05,1.7,0.9,0.3,2.0,8.0,6.26
157.0,57.0,191.0,1726.0,116.0,3.0,4.0,0.192,1.7,1.15,1.1,16.0,1.0,14.26
17.0,27.0,66.0,1718.0,479.0,5.0,3.0,0.192,2.5,1.15,0.72,50.0,5.0,12.93
184.0,14.0,18.0,508.0,836.0,5.0,2.0,0.171,3.3,1.15,1.5,30.0,3.0,10.65
43.0,84.0,175.0,212.0,823.0,2.0,2.0,0.1,2.5,0.9,0.3,4.0,12.0,8.71
958.0,43.0,85.0,1051.0,544.0,2.0,3.0,0.1,1.7,1.0,1.5,12.0,0.0,11.19
527.0,12.0,46.0,1254.0,549.0,5.0,0.0,0.192,1.9,0.9,0.72,13.0,11.0,9.84
261.0,20.0,2.0,648.0,228.0,5.0,4.0,0.0,3.3,1.15,1.5,27.0,5.0,10.19
649.0,32.0,121.0,594.0,770.0,6.0,2.0,0.171,1.7,0.9,0.3,19.0,9.0,10.54
515.0,22.0,108.0,41.0,20.0,6.0,3.0,0.171,1.9,1.15,1.1,31.0,2.0,10.5
811.0,77.0,59.0,2182.0,95.0,1.0,2.0,0.192,2.5,1.0,0.72,50.0,5.0,12.7
206.0,11.0,176.0,1384.0,209.0,0.0,0.0,0.192,1.5,1.0,0.3,7.0,3.0,9.51
700.0,50.0,30.0,1469.0,186.0,4.0,4.0,0.192,1.9,0.9,0.72,36.0,12.0,11.98
929.0,94.0,167.0,1944.0,734.0,5.0,3.0,0.1,1.5,1.15,0.3,25.0,5.0,11.56
997.0,9.0,95.0,293.0,223.0,2.0,4.0,0.05,1.7,1.15,1.1,49.0,11.0,12.94
714.0,74.0,30.0,145.0,738.0,4.0,3.0,0.192,2.5,1.0,0.72,36.0,6.0,8.77
340.0,49.0,107.0,1915.0,314.0,1.0,2.0,0.05,1.5,1.0,1.1,58.0,3.0,9.36
539.0,50.0,146.0,2421.0,851.0,0.0,1.0,0.192,2.5,1.0,0.72,10.0,7.0,14.39
741.0,3.0,118.0,1721.0,953.0,2.0,0.0,0.171,2.5,0.9,0.3,10.0,12.0,12.9
782.0,27.0,120.0,532.0,989.0,5.0,1.0,0.05,1.7,1.15,0.72,22.0,5.0,10.41
447.0,52.0,8.0,1320.0,274.0,2.0,2.0,0.1,1.7,1.15,1.1,30.0,3.0,8.07
917.0,2.0,110.0,2307.0,378.0,2.0,0.0,0.0,2.5,1.0,0.72,51.0,0.0,10.75
469.0,16.0,25.0,561.0,948.0,3.0,4.0,0.0,1.7,1.15,0.3,6.0,0.0,8.15
899.0,67.0,149.0,997.0,723.0,3.0,2.0,0.171,2.5,1.0,0.3,4.0,6.0,11.41
570.0,73.0,115.0,1100.0,444.0,6.0,2.0,0.0,2.5,1.15,0.72,58.0,8.0,10.24
849.0,75.0,124.0,1751.0,129.0,4.0,3.0,0.0,1.9,0.9,0.3,40.0,9.0,8.77
478.0,72.0,156.0,143.0,871.0,3.0,3.0,0.1,3.3,1.0,1.1,1.0,11.0,11.35
59.0,54.0,70.0,1386.0,936.0,1.0,1.0,0.0,1.5,0.9,0.3,34.0,10.0,5.53
690.0,77.0,143.0,2701.0,172.0,4.0,0.0,0.05,2.5,0.9,0.3,23.0,9.0,8.97
45.0,25.0,67.0,2885.0,614.0,3.0,1.0,0.192,3.3,0.9,0.3,12.0,3.0,13.21
462.0,95.0,130.0,634.0,649.0,1.0,4.0,0.05,1.9,1.0,1.5,18.0,6.0,9.95
532.0,27.0,10.0,337.0,676.0,0.0,1.0,0.05,3.3,1.0,1.1,40.0,3.0,8.45
632.0,22.0,127.0,2629.0,920.0,0.0,1.0,0.192,1.9,0.9,1.1,52.0,3.0,15.85
894.0,89.0,183.0,879.0,124.0,0.0,0.0,0.0,1.9,0.9,0.72,59.0,11.0,7.86
938.0,3.0,132.0,398.0,907.0,2.0,4.0,0.192,1.5,1.0,0.3,57.0,7.0,13.82
75.0,21.0,72.0,26.0,926.0,6.0,2.0,0.0,3.3,1.0,0.3,43.0,0.0,8.97
817.0,37.0,28.0,2050.0,847.0,3.0,0.0,0.05,3.3,1.15,0.72,33.0,12.0,10.5
377.0,2.0,29.0,2994.0,740.0,4.0,1.0,0.192,1.9,0.9,0.72,38.0,11.0,14.24
923.0,82.0,4.0,656.0,616.0,6.0,4.0,0.171,2.5,0.9,1.1,42.0,6.0,10.24
404.0,40.0,120.0,2995.0,102.0,6.0,0.0,0.0,1.9,1.0,1.1,26.0,11.0,8.05
16.0,99.0,138.0,419.0,65.0,2.0,1.0,0.192,2.5,1.15,0.72,46.0,0.0,9.09
742.0,10.0,134.0,1246.0,276.0,2.0,4.0,0.05,3.3,1.0,0.72,31.0,8.0,13.86
182.0,73.0,190.0,1645.0,320.0,2.0,3.0,0.171,1.9,0.9,1.1,8.0,12.0,12.8
417.0,34.0,11.0,2844.0,537.0,6.0,4.0,0.0,1.5,1.0,1.5,30.0,6.0,8.84
570.0,70.0,188.0,1875.0,577.0,2.0,0.0,0.171,2.5,0.9,1.1,30.0,10.0,13.11
950.0,55.0,115.0,1119.0,88.0,0.0,3.0,0.1,3.3,0.9,0.72,37.0,9.0,11.83
736.0,70.0,16.0,1408.0,63.0,2.0,1.0,0.05,3.3,0.9,1.5,42.0,8.0,8.5
820.0,85.0,44.0,1585.0,977.0,0.0,2.0,0.1,1.7,0.9,1.5,12.0,10.0,8.75
994.0,78.0,34.0,1311.0,551.0,5.0,2.0,0.0,1.5,1.15,1.5,39.0,9.0,8.16
936.0,47.0,29.0,1353.0,800.0,5.0,2.0,0.192,1.7,1.0,1.1,38.0,6.0,12.06
532.0,100.0,51.0,2398.0,936.0,4.0,2.0,0.0,1.7,1.0,0.3,32.0,3.0,6.27
265.0,56.0,193.0,2735.0,519.0,6.0,1.0,0.05,3.3,1.0,1.1,34.0,5.0,12.96
525.0,85.0,159.0,2084.0,835.0,5.0,2.0,0.0,1.7,1.15,1.1,22.0,5.0,9.62
368.0,4.0,6.0,1271.0,510.0,2.0,4.0,0.0,1.7,1.0,0.3,18.0,7.0,7.23
310.0,32.0,134.0,637.0,111.0,1.0,2.0,0.171,3.3,0.9,0.3,32.0,12.0,10.36
553.0,93.0,129.0,1282.0,770.0,3.0,0.0,0.0,1.5,1.0,0.72,35.0,4.0,6.74
339.0,67.0,1.0,1112.0,780.0,5.0,2.0,0.1,1.7,0.9,0.3,16.0,9.0,6.76
45.0,2.0,108.0,2493.0,752.0,5.0,2.0,0.05,1.9,1.0,0.3,34.0,11.0,9.44
256.0,5.0,113.0,2393.0,857.0,6.0,1.0,0.05,3.3,0.9,0.72,16.0,12.0,11.1
600.0,36.0,30.0,1965.0,853.0,3.0,0.0,0.192,1.7,1.0,0.3,4.0,10.0,10.16
531.0,40.0,111.0,4.0,440.0,1.0,0.0,0.192,1.5,1.0,1.1,30.0,10.0,7.4
458.0,59.0,164.0,2733.0,221.0,5.0,3.0,0.192,1.9,0.9,1.1,52.0,8.0,16.98
5.0,29.0,114.0,1335.0,857.0,5.0,1.0,0.171,1.5,1.15,1.1,51.0,11.0,11.07
424.0,4.0,182.0,361.0,530.0,0.0,1.0,0.1,1.7,1.0,1.1,51.0,4.0,10.58
736.0,95.0,150.0,2033.0,281.0,3.0,3.0,0.05,1.7,0.9,1.5,44.0,1.0,10.67
377.0,26.0,196.0,2074.0,441.0,0.0,1.0,0.171,1.5,1.15,0.3,41.0,12.0,13.24
308.0,69.0,176.0,1346.0,200.0,2.0,4.0,0.1,2.5,0.9,1.1,43.0,1.0,12.49
764.0,20.0,59.0,1515.0,916.0,1.0,1.0,0.1,1.7,1.15,1.5,27.0,9.0,11.21
918.0,85.0,136.0,2954.0,239.0,2.0,3.0,0.1,1.5,1.0,1.5,10.0,10.0,12.44
412.0,86.0,127.0,2206.0,56.0,1.0,4.0,0.0,3.3,0.9,0.72,5.0,3.0,9.13
968.0,19.0,128.0,2643.0,354.0,4.0,2.0,0.171,1.5,0.9,1.1,41.0,6.0,16.66
781.0,69.0,68.0,2836.0,972.0,0.0,3.0,0.05,1.5,1.15,1.1,41.0,9.0,10.46
605.0,25.0,162.0,1635.0,318.0,0.0,2.0,0.1,1.7,1.0,0.72,59.0,8.0,12.21
456.0,71.0,130.0,1734.0,932.0,2.0,2.0,0.192,1.7,1.0,1.5,37.0,2.0,13.31
922.0,79.0,88.0,1208.0,805.0,4.0,0.0,0.0,1.5,1.15,0.72,41.0,4.0,7.12
90.0,41.0,139.0,1811.0,438.0,2.0,1.0,0.05,1.7,0.9,1.1,20.0,9.0,8.45
311.0,33.0,185.0,1202.0,269.0,5.0,0.0,0.171,1.9,1.0,1.1,6.0,0.0,10.99
276.0,12.0,101.0,859.0,454.0,1.0,0.0,0.171,2.5,0.9,1.1,41.0,10.0,9.62
185.0,58.0,183.0,121.0,261.0,5.0,3.0,0.1,1.7,0.9,0.72,14.0,9.0,9.46
842.0,4.0,148.0,1839.0,872.0,0.0,3.0,0.192,1.5,1.15,0.72,5.0,9.0,15.73
749.0,46.0,62.0,2724.0,184.0,5.0,2.0,0.0,2.5,1.15,1.5,2.0,12.0,9.65
43.0,100.0,52.0,250.0,461.0,3.0,4.0,0.171,1.5,0.9,1.1,3.0,10.0,7.46
38.0,98.0,107.0,380.0,273.0,3.0,0.0,0.171,1.5,0.9,1.1,43.0,1.0,6.85
59.0,66.0,72.0,894.0,363.0,1.0,1.0,0.192,2.5,1.0,1.1,4.0,6.0,8.38
459.0,91.0,85.0,2092.0,149.0,6.0,1.0,0.0,2.5,1.0,0.72,35.0,2.0,7.4
74.0,77.0,192.0,915.0,358.0,2.0,3.0,0.171,2.5,1.15,1.5,23.0,8.0,13.04
500.0,96.0,71.0,1136.0,619.0,6.0,4.0,0.0,1.5,1.0,0.3,22.0,12.0,7.75
985.0,15.0,28.0,1233.0,433.0,6.0,4.0,0.192,3.3,1.15,1.5,43.0,11.0,16.92
540.0,5.0,164.0,937.0,428.0,4.0,3.0,0.171,2.5,1.0,1.5,49.0,12.0,15.2
576.0,7.0,169.0,581.0,285.0,1.0,3.0,0.0,1.9,0.9,0.3,13.0,9.0,10.13
795.0,29.0,14.0,2349.0,70.0,5.0,0.0,0.1,1.7,1.0,0.3,18.0,1.0,8.65
214.0,78.0,45.0,644.0,86.0,4.0,4.0,0.0,1.5,1.15,0.72,4.0,8.0,6.81
